total_power
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
11.19
11.49
11.57
11.57
11.57
11.52
10.29
9.37
8.22
7.32
5.26
3.96
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
8.44
7.49
7.4
6.27
5.35
3.9
3.36
3.57
3.13
3.01
1.42
0.51
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
4.34
3.84
4.58
4.04
3.62
2.5
2.24
2.73
2.51
2.47
0.96
0.26
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
5.08
4.26
4.79
3.89
3.18
1.88
1.63
2.16
2.05
2.09
0.73
0.24
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
3.43
3.12
4.19
3.61
3.05
1.81
1.54
2.01
1.8
1.97
0.74
0.24
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
10.79
10.85
10.05
8.6
7.26
5.35
4.4
4.17
3.43
3.29
2.09
1.42
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
6.83
5.53
5.66
3.9
2.12
1.02
1.14
2.02
2.45
2.78
1.46
0.79
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
5.06
4.4
5.49
4.56
3.56
1.98
1.59
1.96
1.7
1.86
0.71
0.25
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
2.31
1.82
2.26
1.52
0.76
0.28
0.24
0.28
0.25
0.25
0.12
0.04
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
2.54
2.26
3.23
2.41
1.53
0.34
0.28
0.32
0.28
0.29
0.16
0.08
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
